Date,Year,Month,WaterYear,DischargeVolume626_Q_level,DischargeVolume626_Q_flags,DischargeVolume626,DischargeVolume626_Min,DischargeVolume626_Max,DischargeVolume693_Q_level,DischargeVolume693_Q_flags,DischargeVolume693,DischargeVolume693_Min,DischargeVolume693_Max,DischargeVolume703_Q_level,DischargeVolume703_Q_flags,DischargeVolume703,DischargeVolume703_Min,DischargeVolume703_Max,DischargeVolume708_Q_level,DischargeVolume708_Q_flags,DischargeVolume708,DischargeVolume708_Min,DischargeVolume708_Max,DischargeVolume819_Q_level,DischargeVolume819_Q_flags,DischargeVolume819,DischargeVolume819_Min,DischargeVolume819_Max,DischargeVolume844_Q_level,DischargeVolume844_Q_flags,DischargeVolume844,DischargeVolume844_Min,DischargeVolume844_Max,DischargeVolume1015_Q_level,DischargeVolume1015_Q_flags,DischargeVolume1015,DischargeVolume1015_Min,DischargeVolume1015_Max
11/13/2016,2016,Nov,2016-2017,2,AV,111514.1646,107362.8811,115665.8514,2,AV,434099.8935,428126.7838,440075.3539,2,AV,595420.29,550471.86,640444.32,2,AV,276883.089,263800.0524,289966.4472,2,AV,212863.08,193905.63,231303.27,2,AV,282384.5183,272307.679,292461.0447,2,AV,109962.03,102660,117621.24
11/14/2016,2016,Nov,2016-2017,2,AV,29687.39503,27393.2771,31980.83562,2,AV,217164.22,214081.2034,220248.0254,2,AV,169777.41,121505.55,218231.97,2,AV,153265.1294,149116.7279,157411.6265,2,AV,28052.16,13159.86,43278.72,2,AV,33620.9069,31897.69239,35339.33877,2,AV,82286.91,75391.98,89253.03
11/15/2016,2016,Nov,2016-2017,2,AV,20346.3975,18581.80824,22119.53961,2,AV,107370.5989,105682.4489,109056.5133,2,AV,125596.77,82842.9,168557.1,2,AV,89198.04005,85823.20493,92572.87227,2,AV,17972.64,3108.57,34075.05,2,AV,26506.93208,25011.38614,28000.07835,2,AV,40787.58,34907.01,46719.09
11/16/2016,2016,Nov,2016-2017,2,AV,50342.27078,47293.22408,53392.26559,2,AV,299458.2022,295047.1432,303871.5134,2,AV,413959.23,367407,460491.18,2,AV,119914.9326,116330.3512,123497.9416,2,AV,42752.34,28399.5,57190.29,2,AV,75652.0117,71918.79046,79380.66984,2,AV,37000.5,30849.66,43200.66
11/17/2016,2016,Nov,2016-2017,2,AV,26294.2554,24430.48528,28161.76181,2,AV,232419.1665,229204.6774,235633.923,2,AV,179072.07,132082.59,226322.34,2,AV,94050.63824,90677.08015,97423.48502,2,AV,21900.18,7913.82,37264.26,2,AV,26096.37015,24504.34613,27684.69618,2,AV,35607.12,29268.75,41999.01
11/18/2016,2016,Nov,2016-2017,2,AV,9245.212374,8473.903388,10016.79356,2,AV,70243.13254,68699.66501,71788.70386,2,AV,56703.12,14894.07,99600.69,2,AV,60866.24617,58121.13432,63611.35802,2,AV,6353.04,0,20409.6,2,AV,9774.628064,8734.740647,10805.87548,2,AV,22258.11,13926.69,30738.87
11/19/2016,2016,Nov,2016-2017,2,AV,10096.20712,9282.650163,10911.76068,2,AV,49729.69777,48342.92817,51121.51618,2,AV,110413.35,65592.03,158222.82,2,AV,60821.24946,58105.55796,63536.94096,2,AV,30594.42,18730.98,45005.73,2,AV,41327.51615,39108.27253,43541.07563,2,AV,18322.62,9525.81,27287.67
11/20/2016,2016,Nov,2016-2017,2,AV,36607.32536,34333.45655,38885.31816,2,AV,89715.73613,88030.51321,91400.85377,2,AV,194482.32,149701.47,239402.85,2,AV,78853.40285,75841.2306,81865.62169,2,AV,66127.95,51372.33,80819.19,2,AV,77296.31653,73846.51712,80743.736,2,AV,23822.04,15712.89,32069.01
11/21/2016,2016,Nov,2016-2017,2,AV,25283.42623,23439.39259,27131.33825,2,AV,129828.4702,127862.9076,131794.0263,2,AV,120037.62,75227.43,164944.47,2,AV,63840.82758,61029.81935,66651.77677,2,AV,26652.57,12148.92,42004.11,2,AV,26167.037,24544.95944,27785.70104,2,AV,28327.44,21040.68,35712.15
11/22/2016,2016,Nov,2016-2017,2,AV,31311.44592,29110.25747,33515.27822,2,AV,105678.6512,103933.5518,107423.1743,2,AV,159630.06,109910.34,209622.24,2,AV,80346.07896,77273.57299,83417.58623,2,AV,33784.05,19178.34,48783.78,2,AV,34976.53109,33144.00306,36804.89426,2,AV,25934.43,18231.63,33756.09
11/23/2016,2016,Nov,2016-2017,2,AV,19639.22238,18013.4521,21273.10558,2,AV:BR:EV:1/24 BR:1/24 EV,123887.9906,121998.682,125777.2991,2,AV,148688.73,101396.88,196071.72,2,AV,62773.47307,59972.47111,65574.42375,2,AV,17657.7,3549.81,33503.22,2,AV,25091.07367,23571.26601,26608.74904,2,AV,20162.82,11502.87,28987.11
11/24/2016,2016,Nov,2016-2017,2,AV,81892.74244,78579.31787,85204.99053,2,AV,176482.5467,173989.4441,178979.7111,2,AV,269194.11,219550.08,319179.99,2,AV,121488.9713,117457.7066,125519.316,2,AV,54683.94,40450.86,68884.14,2,AV,71682.69119,68238.77678,75122.63235,2,AV,25628.43,17869.59,33509.28
11/25/2016,2016,Nov,2016-2017,2,AV,15024.79241,13804.86369,16251.15473,2,AV,98685.53439,96955.51948,100415.5572,2,AV,77115.09,34585.17,119533.83,2,AV,68990.93135,66134.27939,71847.58332,2,AV,13343.97,1469.4,28419.57,2,AV,15384.53129,14107.4529,16656.22968,2,AV,22021.8,13616.55,30580.23
11/26/2016,2016,Nov,2016-2017,2,AV,8142.448982,7425.887125,8857.048473,2,AV,50011.24605,48607.08099,51422.12085,2,AV,59619.99,17662.8,101688.78,2,AV,48493.478,40251.913,56767.143,2,AV,5700.96,0,19786.98,2,AV,9824.892586,8780.985811,10860.15936,2,AV,15487.38,7390.29,23696.37
11/27/2016,2016,Nov,2016-2017,2,AV,18774.21623,17485.78886,20058.27867,2,AV,71129.62124,69592.3243,72671.22646,2,AV,136707.42,94835.28,185388.81,2,AV,52025.76,39309.96,64792.38,2,AV,10416.48,2472.03,25373.04,2,AV,22662.53008,21198.6171,24118.76366,2,AV,11407.41,4372.5,18465.33
11/28/2016,2016,Nov,2016-2017,2,AV,46689.98401,43713.41134,49664.9966,2,AV,234013.7388,230933.4031,237093.6002,2,AV,261342,210825.87,312364.74,2,AV,86923.29,73954.98,99938.55,2,AV,92451.6,78228.51,106601.55,2,AV,132470.1169,126713.4445,138225.4761,2,AV,20961.45,13134.57,28899.6
11/29/2016,2016,Nov,2016-2017,2,AV,17478.63156,16035.80201,18927.16578,2,AV,116975.539,115092.1541,118859.4411,2,AV,91902.12,48759.39,134992.92,2,AV,54562.44,44051.37,65138.64,2,AV,17297.82,4213.95,32541.48,2,AV,20127.37515,18737.54381,21513.22212,2,AV,22563.42,14247.33,31028.46
11/30/2016,2016,Nov,2016-2017,2,AV,31932.25079,29840.07595,34022.45721,2,AV,76097.46895,74492.66605,77701.88057,2,AV,145305.69,95335.89,195498.51,2,AV,71146.56,58857.15,83494.71,2,AV,43510.59,30279.99,57626.55,2,AV,66141.90126,62792.49814,69486.56483,2,AV,20668.53,12023.52,29476.5
12/1/2016,2016,Dec,2016-2017,2,AV,19249.28556,17607.72731,20899.48383,2,AV,132074.151,130088.7943,134060.0279,2,AV,148363.53,101499.66,195425.1,2,AV,57421.77,47686.5,67226.28,2,AV,17917.11,3823.98,33589.77,2,AV,25096.0876,23638.58829,26551.24855,2,AV,19933.17,11262.12,28767.99
12/2/2016,2016,Dec,2016-2017,2,AV,32190.57739,29944.70864,34437.45465,2,AV,229075.6868,225993.7298,232156.3131,2,AV,270667.11,221448.45,320193.21,2,AV,75215.13,63428.67,87062.43,2,AV,41230.05,27028.44,55646.67,2,AV,69243.76674,65825.53909,72657.78668,2,AV,17055.18,8550.57,25705.38
12/3/2016,2016,Dec,2016-2017,2,AV,16523.13495,15190.28713,17864.62278,2,AV,135380.0159,133378.6166,137381.1996,2,AV,114809.28,73167.21,156500.13,2,AV,55596.27,45670.92,65588.28,2,AV,29860.2,14987.4,44952.18,2,AV,50558.85665,48130.29238,52983.62731,2,AV,17358.6,8775.15,26095.14
12/4/2016,2016,Dec,2016-2017,2,AV,32099.48425,29809.92263,34391.75604,2,AV,87735.53087,86157.41478,89311.12696,2,AV,89639.37,50355.57,129010.08,2,AV,64711.11,54252.6,75238.56,2,AV,24206.07,9263.64,39710.67,2,AV,36598.08225,34747.82649,38443.5484,2,AV,23602.38,15477.18,31866.81
12/5/2016,2016,Dec,2016-2017,2,AV,30847.54972,28658.2964,33037.4127,2,AV,76403.8643,74788.33481,78019.3938,2,AV,81175.62,41945.1,120482.25,2,AV,67953.36,57352.02,78626.94,2,AV,18687.93,3805.77,34707.18,2,AV,29461.77136,27932.77863,30985.58727,2,AV,31112.79,24256.17,38046.99
12/6/2016,2016,Dec,2016-2017,2,AV,12546.50241,11552.9447,13545.16248,2,AV,54353.18398,52883.89764,55827.15802,2,AV,46188,6134.55,91637.04,2,AV,44536.71,32605.59,56523.96,2,AV,8503.83,0,22746.75,2,AV,13729.83883,12478.74327,14975.45848,2,AV,22213.68,13860.63,30717.06
12/7/2016,2016,Dec,2016-2017,2,AV,6781.058135,6132.083063,7425.312203,2,AV,33926.11699,32857.33593,34997.52345,2,AV,27511.47,0,78504.69,2,AV,29584.98,16866.99,42356.28,2,AV,4198.8,0,18824.55,2,AV,8387.68645,7458.704517,9308.028388,2,AV,14716.68,6820.11,22707.99
12/8/2016,2016,Dec,2016-2017,2,AV,4091.278656,3642.726303,4544.955991,2,AV,20729.90479,19924.80849,21535.04328,2,AV,20420.25,0,72445.86,2,AV,25787.49,14658.15,37041.3,2,AV:SVC:21/24 AV:5/24 SVC,3313.74,0,19051.14,2,AV,6343.356773,5577.847744,7100.225806,2,AV,10019.67,3322.77,16720.86
12/9/2016,2016,Dec,2016-2017,2,AV,3157.484543,2813.502788,3507.3525,2,AV,13662.13953,12983.68001,14340.59906,2,AV,16914.45,0,69447.75,2,AV,22125.9,11192.1,33055.56,2,AV,2966.52,0,19462.98,2,AV,5507.888711,4809.187094,6197.950327,2,AV,7384.05,1274.34,13485.09
12/10/2016,2016,Dec,2016-2017,2,AV,2892.447801,2568.318965,3220.4775,2,AV,11228.04,10617.04,11839.04,2,AV,15280.8,0,68055.42,2,AV,19506.09,6854.28,32083.29,2,AV,3052.02,0,19346.67,2,AV,5504.657408,4806.214201,6194.460638,2,AV,5647.32,534.84,11172.75
12/11/2016,2016,Dec,2016-2017,2,AV,2262.24926,1985.326323,2538.3525,2,AV,9799.795,9238.794449,10360.79555,2,AV,12579.21,0,65746.26,2,AV:EV:15/24 AV:11/24 EV,16140.75,4478.58,27746.07,2,AV:SVC:17/24 AV:10/24 SVC,2982.96,0,18432.9,2,AV,4302.976454,3700.624512,4896.688385,2,AV,4202.55,284.25,9131.91
12/12/2016,2016,Dec,2016-2017,2,AV,1640.885292,1410.506471,1865.79,2,AV:BR:EV:1/24 BR:1/24 EV,8664.28,8143.031102,9185.52889,2,AV,9771.06,0,63285.09,2,AV,12645.36,2125.71,23271.06,2,AV:SVC:10/24 AV:15/24 SVC,2760.84,0,17795.7,2,AV,3201.669409,2688.174143,3706.693776,2,AV:BR:EV:1/24 BR:2/24 EV,3019.89,79.38,7462.8
12/13/2016,2016,Dec,2016-2017,2,AV,1279.079726,1076.218674,1474.0425,2,AV,7622.570002,7137.788887,8107.351115,2,AV:diurnal cycle in stage likely due to freeze/thaw processes,8125.14,0,60877.83,2,AV,9986.64,269.94,23729.91,2,AV:EV:10/24 AV:15/24 EV,2337.42,0,16751.1,2,AV:rise in stage likely due to thawing processes,2687.432725,2235.207275,3135.490909,2,AV,2177.34,0,6360.3
12/14/2016,2016,Dec,2016-2017,2,AV,1087.596,913.086,1261.536,2,AV,6809.287501,6357.206251,7262.977499,2,AV:diurnal cycle in stage likely due to freeze/thaw processes,6725.43,0,58268.25,2,AV,8939.13,0,21243.06,2,EV:data deleted (sensor noisy due to ice build up) and gap filled by MK,2174.04,0,15948.3,2,AV:rise in stage likely due to thawing processes,2413.848506,2004.304992,2823.565748,2,AV,1595.82,0,5816.94
12/15/2016,2016,Dec,2016-2017,2,AV,991.0048758,845.9390061,1143.756415,2,AV,6247.135004,5822.852504,6676.114996,2,AV:diurnal cycle in stage likely due to freeze/thaw processes,5678.79,0,56320.59,2,AV,7887.42,0,18284.1,2,EV:data deleted (sensor noisy due to ice build up) and gap filled by MK,1968.36,0,15299.22,2,AV:rise in stage likely due to thawing processes,2174.537829,1790.818375,2559.364457,2,AV,1109.49,0,5712.39
12/16/2016,2016,Dec,2016-2017,2,AV,917.7583608,784.0368519,1058.095484,2,AV,5740.264997,5341.047497,6146.965003,2,AV:diurnal cycle in stage likely due to freeze/thaw processes,4800.84,0,54485.31,2,AV,6202.23,0,16792.62,2,EV:data deleted (sensor noisy due to ice build up) and gap filled by MK,1749.21,0,14925.84,2,AV,1976.05946,1613.714597,2340.274848,2,AV,670.08,0,5666.34
12/17/2016,2016,Dec,2016-2017,2,AV,857.45424,732.2539791,987.9591912,2,AV,5297.21325,4916.0655,5686.1955,2,AV,5041.38,0,55095.03,2,AV,4919.01,0,16131.3,2,EV:data deleted (sensor noisy due to ice build up) and gap filled by MK,2559.96,0,16412.61,2,AV,1996.086487,1631.584858,2362.381613,2,AV,384.69,0,5705.4
12/18/2016,2016,Dec,2016-2017,2,AV,70976.99853,68281.48649,73673.81783,2,AV,42104.6981,41201.58552,43012.53481,2,AV,200687.31,169650.3,249549.87,2,AV,84653.73,74281.08,96796.41,2,AV,55777.77,41544.51,71023.02,2,AV,45843.03141,43691.33544,47992.93177,2,AV,2476.35,601.47,7579.68
12/19/2016,2016,Dec,2016-2017,2,AV,89914.77711,86343.35107,93484.54603,2,AV,394382.1175,389017.2202,399747.1514,2,AV,348599.01,300749.61,396724.92,2,AV,160822.68,146515.35,175163.07,2,AV,86238.3,71883.6,100488.63,2,AV,103494.2279,98760.67227,108224.1078,2,AV,20298.66,11679.96,29079.21
12/20/2016,2016,Dec,2016-2017,2,AV,37130.6303,34628.02087,39632.46244,2,AV,270310.1785,266646.3664,273972.8341,2,AV,292950.03,244133.91,342011.16,2,AV,134422.62,120348.87,148451.07,2,AV,116543.61,101577.48,131313.84,2,AV,148357.1773,142351.3561,154361.0595,2,AV,31816.47,24960.3,38750.16
12/21/2016,2016,Dec,2016-2017,2,AV:SVC:1/24 SVC,176305.8212,170968.1948,181641.3241,2,AV:SVC:16/24 AV:9/24 SVC,810613.3081,798701.0428,822524.1931,2,AV,1256981.49,1170437.91,1343809.83,2,AV,371771.1,354329.73,389856.09,2,AV,312164.97,280475.4,342618.09,2,AV,344493.2884,332544.5876,356440.6323,2,AV:SVC:21/24 AV:5/24 SVC,90090.39,82820.37,97632.9
12/22/2016,2016,Dec,2016-2017,2,AV:SVC:23/24 AV:2/24 SVC,146957.748,141794.8248,152120.2676,2,AV:SVC:19/24 AV:6/24 SVC,827791.8769,815275.701,840307.6281,2,AV,644649.84,591573.27,698192.22,2,AV,454171.71,437434.44,471637.14,2,AV,106399.53,91046.76,121563.57,2,AV,132833.3558,127770.0174,137893.8692,2,AV,149106.12,140960.91,157792.2
12/23/2016,2016,Dec,2016-2017,2,AV,13300.45626,12228.52077,14377.71718,2,AV,108627.0097,106779.4065,110475.4748,2,AV,77709.57,35248.17,120066.09,2,AV,129470.43,115643.94,143263.89,2,AV,12592.59,1291.47,27547.86,2,AV,14167.45532,12929.33073,15399.91742,2,AV,69102.63,62702.79,75541.08
12/24/2016,2016,Dec,2016-2017,2,AV,6150.945791,5537.839472,6759.572851,2,AV,40746.44973,39535.19788,41962.15354,2,AV,35403.69,954.63,83719.59,2,AV,65508.99,54767.7,76319.13,2,AV,4188.03,0,18938.01,2,AV,7226.576129,6390.44129,8054.070966,2,AV,31027.65,24060.39,38078.01
12/25/2016,2016,Dec,2016-2017,2,AV,3541.518765,3158.606693,3931.814763,2,AV,21343.01104,20525.61717,22160.57085,2,AV,23811.78,0,75343.47,2,AV,41482.71,29144.1,53874.06,2,AV,2827.08,0,18833.52,2,AV,4584.457742,3959.597417,5200.678062,2,AV,17960.79,9556.47,26505.33
12/26/2016,2016,Dec,2016-2017,2,AV,67193.6042,64937.88567,69452.52743,2,AV,85050.87554,83540.12225,86562.08786,2,AV,264413.31,229481.49,312929.01,2,AV,151840.53,138664.98,165110.97,2,AV,77716.8,67736.67,92977.8,2,AV,113386.3955,109168.3901,117600.1865,2,AV:SVC:19/24 AV:7/24 SVC,15550.32,8027.82,23149.62
12/27/2016,2016,Dec,2016-2017,2,AV,42024.90214,39197.47407,44851.40071,2,AV,223468.5842,220468.9033,226467.0162,2,AV,183227.4,134326.38,232392.36,2,AV,135392.94,121209.54,149522.13,2,AV,53328.66,39464.79,67145.52,2,AV,72817.97243,69191.60374,76438.89325,2,AV,27450.93,20024.31,34983.54
12/28/2016,2016,Dec,2016-2017,2,AV,27303.34768,25021.23677,29583.52948,2,AV,117881.5951,116086.9694,119677.3318,2,AV,138594.81,96233.88,181115.58,2,AV,105655.02,91768.26,119551.8,2,AV,41031.24,25945.38,56092.65,2,AV,54034.72416,51559.94077,56510.20535,2,AV:SVC:23/24 AV:2/24 SVC,27357.42,19886.61,34936.98
12/29/2016,2016,Dec,2016-2017,2,AV,54648.41775,51327.05407,57967.90378,2,AV,394183.2062,388628.26,399741.6847,2,AV,440694.93,394056.99,487242.12,2,AV,172112.94,158140.56,185988.72,2,AV,151439.4,134854.23,167574.33,2,AV,201404.2791,193365.7302,209444.0025,2,AV:SVC:20/24 AV:5/24 SVC,60053.1,53153.07,66965.4
12/30/2016,2016,Dec,2016-2017,2,AV,15861.23668,14566.95835,17161.89131,2,AV,176713.8424,174204.155,179223.3004,2,AV,94064.88,50244.93,137840.97,2,AV,94290.42,80944.41,107668.68,2,AV,21554.43,7562.1,36943.11,2,AV,24812.38664,23247.35457,26373.26097,2,AV,45551.31,39607.68,51554.94
12/31/2016,2016,Dec,2016-2017,2,AV,20610.55822,19018.11867,22204.12924,2,AV,58676.89027,57155.54208,60202.94034,2,AV,62219.61,21434.25,103445.31,2,AV,76827.87,64856.73,88861.11,2,AV,29164.29,16295.97,43641.24,2,AV,30104.11283,28451.99739,31750.17749,2,AV,28424.22,21171.57,35774.04
1/1/2017,2017,Jan,2016-2017,2,AV,14279.82835,13108.11772,15456.89765,2,AV,45516.71735,44205.81876,46833.3454,2,AV,44336.01,5403.54,90480.06,2,AV,58659.3,48238.62,69147.72,2,AV,11862.42,1268.28,26735.79,2,AV,14582.47972,13351.78721,15807.37314,2,AV,22025.13,13654.92,30546.33
1/2/2017,2017,Jan,2016-2017,2,AV,5591.83581,5058.743183,6123.574247,2,AV,29687.27462,28706.54814,30669.53031,2,AV,24279.09,0,75742.98,2,AV,37477.47,24788.34,50215.62,2,AV,3466.74,0,18976.14,2,AV,6489.482903,5712.289032,7258.036773,2,AV,14315.04,6523.08,22193.25
1/3/2017,2017,Jan,2016-2017,2,AV,3864.662492,3443.956597,4290.625376,2,AV,16847.84593,16111.39222,17584.29964,2,AV,16540.8,0,69130.95,2,AV,27211.05,15137.13,39366.99,2,AV:SVC:18/24 AV:7/24 SVC,2642.79,0,17561.64,2,AV,4010.006131,3431.081291,4580.290974,2,AV,9387.78,2837.01,15936.84
1/4/2017,2017,Jan,2016-2017,2,AV,2664.162788,2357.133968,2973.3825,2,AV,11165.26,10556.45778,11774.06222,2,AV:irregular drops in stage likely due to freeze/thaw processes,12757.26,0,65898.78,2,AV,24163.74,13366.5,35045.52,2,AV:SVC:13/24 AV:14/24 SVC,2477.76,0,16871.37,2,AV,2946.470777,2458.387615,3427.152081,2,AV,6647.91,867.99,12534.36
1/5/2017,2017,Jan,2016-2017,2,AV,2122.898816,1856.414123,2387.52,2,AV,8965.405001,8433.614444,9497.19555,2,AV,10176.96,0,63574.71,2,AV,20609.79,8309.37,32846.52,2,AV:SVC:11/24 AV:14/24 SVC,2359.11,0,17079.45,2,AV,2557.390893,2126.839107,2986.183618,2,AV,4874.52,400.98,10081.62
1/6/2017,2017,Jan,2016-2017,2,AV,24708.7232,22996.17312,26421.6514,2,AV,12260.02664,11645.83616,12874.29117,2,AV,52598.25,21050.76,100924.11,2,AV,33737.49,22090.92,45439.44,2,AV,5492.76,225.12,20493.09,2,AV,12798.67672,11843.06103,13747.4499,2,AV,5760.57,638.55,11306.07
1/7/2017,2017,Jan,2016-2017,2,AV,38460.28755,35932.76348,40987.9775,2,AV,96570.6906,94918.6392,98223.43815,2,AV,125871.21,79371.63,172486.65,2,AV,58257.39,46320.06,70256.97,2,AV,24392.22,9539.1,39891.06,2,AV,42924.3118,40683.26633,45160.88507,2,AV,10235.49,3493.8,16981.11
1/8/2017,2017,Jan,2016-2017,2,AV,11700.95284,10797.44317,12609.38317,2,AV,64517.62916,62995.23343,66042.83575,2,AV,36892.71,1414.95,84741.12,2,AV,33021.54,20205.18,45882.6,2,AV,11973.63,2072.97,26333.61,2,AV,12481.6901,11284.91853,13671.40463,2,AV,9907.71,3251.37,16564.95
1/9/2017,2017,Jan,2016-2017,2,AV,29118.0167,27090.35947,31147.40013,2,AV,60790.23235,59257.59087,62326.03485,2,AV,124394.31,78732.27,170167.56,2,AV,55061.04,43940.61,66245.28,2,AV,28803.21,14208.54,44017.56,2,AV,20421.9593,19037.04921,21802.14109,2,AV,11403.3,4370.16,18461.91
1/10/2017,2017,Jan,2016-2017,2,AV,10350.24574,8864.648777,11843.6927,2,AV,55469.52502,53996.14049,56947.0211,2,AV,38734.44,2751.99,86186.4,2,AV,31303.47,18440.46,44214.9,2,AV:SVC:22/24 AV:3/24 SVC,6333.9,0,20562.75,2,AV,8048.400967,7146.549677,8941.612261,2,AV,9844.14,3193.53,16494.54
1/11/2017,2017,Jan,2016-2017,2,AV,4449.84,927.69,7980.24,2,AV,30864.29408,29859.0085,31871.42189,2,AV:irregular drops in stage likely due to freeze/thaw processes,22121.1,0,73898.73,2,AV,26281.53,14891.94,37791.12,2,SVC:increase in stage likely due to ice build up: river is freezing,6564.03,0,20587.71,2,AV,4774.385802,4134.338065,5405.793543,2,AV,7417.08,1317.45,13521.03
1/12/2017,2017,Jan,2016-2017,2,AV,2656.98,1.47,5588.25,2,AV,16466.1257,15736.75445,17195.49695,2,AV,14970.69,0,67791.45,2,AV,22791.24,12135.51,33476.58,2,AV:SVC:13/24 AV:12/24 SVC,3246.18,0,17741.58,2,AV,3251.370972,2733.10968,3760.992251,2,AV,5474.1,504.78,10928.37
1/13/2017,2017,Jan,2016-2017,2,AV,2256.21,0,5050.2,2,AV,11140.44,10532.50666,11748.37333,2,AV,12596.94,0,65759.37,2,AV,20091.72,7446.96,32664.6,2,AV,2297.43,0,16542.54,2,AV,3230.934018,2714.460176,3738.800585,2,AV,4161.99,277.32,9074.64
1/14/2017,2017,Jan,2016-2017,2,AV,2220.93,0,5003.16,2,AV,10289.26,9711.124426,10867.39557,2,AV,18636.27,0,70920.93,2,AV,18932.64,6354.03,31438.23,2,AV:increase in stage likely due to thaw processes,5250.54,0,19794,2,AV:rise in stage likely due to thawing processes,10190.89387,9130.121209,11244.48903,2,AV,3701.73,198.21,8424.15
1/15/2017,2017,Jan,2016-2017,2,AV,2199.42,0,4974.48,2,AV,19719.93563,18932.92882,20507.63907,2,AV,45778.26,10409.37,92103.24,2,AV,16975.68,5039.28,28849.68,2,AV,12371.64,172.8,27591.18,2,AV:rise in stage likely due to thawing processes,26560.22227,25081.44773,28035.48545,2,AV:EV:18/24 AV:7/24 EV,4057.98,259.26,8925.66
1/16/2017,2017,Jan,2016-2017,2,AV,13769.31,10784.97,17140.32,2,AV,194377.7985,191443.9779,197313.123,2,AV,374040.81,328196.37,419647.8,2,AV,29971.44,18590.49,41350.32,2,AV,59181.06,44575.41,74355.72,2,AV,106626.3325,102198.6716,111054.8544,2,AV,6218.19,1078.5,11839.02
1/17/2017,2017,Jan,2016-2017,2,AV,61881.57,58217.88,65572.29,2,AV:BR:EV:1/24 BR:1/24 EV,775012.2309,763493.0865,786532.6315,2,AV,778624.38,733586.43,824137.86,2,AV,80594.31,68980.77,92257.62,2,AV,148167.84,133050.06,163054.11,2,AV,229203.6789,221113.0501,237295.5935,2,AV,25172.04,17734.26,32707.98
1/18/2017,2017,Jan,2016-2017,2,AV,90346.98,86435.49,94276.29,2,AV,622454.1675,613999.795,630910.7292,2,AV,809670.27,760148.01,859673.79,2,AV,167688.27,153492.54,181854.18,2,AV,147333.24,130741.23,163636.68,2,AV,220565.5752,212433.3178,228696.0275,2,AV,68353.14,61832.07,74752.56
1/19/2017,2017,Jan,2016-2017,2,AV,77952.09,74110.29,81769.74,2,AV,417803.0012,412235.3001,423370.9543,2,AV,608903.49,562298.7,656092.23,2,AV,210605.88,197110.95,224104.71,2,AV,100742.46,85894.86,115356.6,2,AV,148985.1542,143026.7647,154940.8994,2,AV,81216.48,74126.07,88381.89
1/20/2017,2017,Jan,2016-2017,2,AV:EV:2/24 EV,27562.53,22791.57,32396.43,2,AV:EV:2/24 EV,183634.5771,181079.8886,186190.0496,2,AV:EV:2/24 EV,171893.28,125291.49,218772.96,2,AV:EV:2/24 EV,126742.05,112819.92,140629.74,2,AV:EV:2/24 EV,28523.04,14033.1,43791.33,2,AV,31595.95446,29801.10405,33387.20325,2,AV:EV:2/24 EV,64437.51,58103.37,70744.59
1/21/2017,2017,Jan,2016-2017,2,AV,9070.98,4166.1,14023.08,2,AV,64313.2345,62806.1778,65822.78928,2,AV,56423.73,13935.69,99029.01,2,AV,71492.46,60372.36,82680.75,2,AV,7348.41,0,21409.41,2,AV:EV:2/24 EV,10097.39807,9031.700646,11154.45549,2,AV,32184.42,25386.99,39057.24
1/22/2017,2017,Jan,2016-2017,2,AV,4521.27,980.13,8072.67,2,AV,34006.41451,32935.95611,35079.51982,2,AV,38351.88,1294.17,85483.17,2,AV,48534.9,37228.08,59901.18,2,AV,3965.04,0,18732.57,2,AV,7058.190003,6235.519998,7872.219999,2,AV,19309.89,10826.88,27943.14
1/23/2017,2017,Jan,2016-2017,2,AV,2687.76,3.33,5630.82,2,AV:BR:EV:2/24 BR:2/24 EV,21835.79722,21010.8308,22660.84542,2,AV,27777.72,0,78732.12,2,AV,32603.55,19676.52,45576.36,2,AV,3032.79,0,19227.39,2,AV,4991.241289,4333.852902,5639.989679,2,AV,12271.95,5011.83,19574.82
1/24/2017,2017,Jan,2016-2017,2,AV,1692.63,0,4273.35,2,AV:BR:EV:1/24 BR:2/24 EV,14243.24255,13554.43778,14932.04733,2,AV,20987.46,0,72930.09,2,AV,26623.59,15025.14,38328.84,2,AV,2624.58,0,18127.14,2,AV,3738.936775,3181.687741,4287.545814,2,AV,8417.46,2079.93,14747.16
1/25/2017,2017,Jan,2016-2017,2,AV,1525.95,0,4044.84,2,AV:BR:EV:1/24 BR:2/24 EV,10980.205,10377.88111,11582.52889,2,AV,19472.64,0,71635.32,2,AV,23381.4,12694.65,34125,2,AV,2309.49,0,16610.49,2,AV,3052.46103,2551.880263,3544.780869,2,AV,5931.6,595.86,11569.74
1/26/2017,2017,Jan,2016-2017,2,AV,1443.15,0,3934.44,2,AV,10149.46501,9576.223325,10722.70667,2,AV,32921.58,985.08,81504.96,2,AV,20205.09,7744.44,32595.24,2,AV,2040.75,0,15455.34,2,AV,2697.005457,2243.184543,3146.481822,2,AV,4262.73,294.45,9216.99
1/27/2017,2017,Jan,2016-2017,2,AV,4715.91,1762.14,8199,2,AV,24252.65617,23373.22746,25133.66666,2,AV,116906.04,69341.97,164666.22,2,AV,29281.98,16906.62,41655.72,2,AV,20749.68,11804.55,35089.23,2,AV,30073.95148,28383.61489,31758.73203,2,AV,3701.37,197.85,8425.02
