Date,Year,Month,WaterYear,Discharge626_Q_level,Discharge626_Q_flags,Discharge626,Discharge626_Min,Discharge626_Max,Discharge1015_Q_level,Discharge1015_Q_flags,Discharge1015,Discharge1015_Min,Discharge1015_Max,Discharge693_Q_level,Discharge693_Q_flags,Discharge693,Discharge693_Min,Discharge693_Max,Discharge703_Q_level,Discharge703_Q_flags,Discharge703,Discharge703_Min,Discharge703_Max,Discharge708_Q_level,Discharge708_Q_flags,Discharge708,Discharge708_Min,Discharge708_Max,Discharge819_Q_level,Discharge819_Q_flags,Discharge819,Discharge819_Min,Discharge819_Max,Discharge844_Q_level,Discharge844_Q_flags,Discharge844,Discharge844_Min,Discharge844_Max
7/9/2016,2016,Jul,2015-2016,2,AV,0.232589967,0.215285998,0.249940702,2,AV,0.300071528,0.210896875,0.390615278,2,AV,1.57951875,1.305377431,1.853590972,2,AV,1.536448264,1.009944792,2.064443403,2,AV,0.626949397,0.597791322,0.656104178,2,AV,0.34919375,0.182930903,0.524770139,2,AV,0.396314367,0.373734775,0.418846465
7/10/2016,2016,Jul,2015-2016,2,AV,0.075130318,0.067828518,0.082384905,2,AV,0.211115278,0.112347222,0.311615625,2,AV,0.650971875,0.337066319,0.994489236,2,AV,0.459214931,0.030051736,1.000510069,2,AV,0.419481357,0.397097756,0.441794338,2,AV,0.080711458,0,0.243732292,2,AV,0.104343459,0.093010514,0.115576404
7/11/2016,2016,Jul,2015-2016,2,AV,0.0403443,0.03596859,0.044801622,2,AV,0.154483333,0.067211111,0.242513542,2,AV,0.303452778,0.043011458,0.716920486,2,AV,0.301532292,0,0.894182292,2,AV,0.319542018,0.299792027,0.339329295,2,AV,0.146638542,0.043405208,0.318142708,2,AV,0.172630323,0.160140942,0.185044846
7/12/2016,2016,Jul,2015-2016,2,AV,0.031810018,0.028183425,0.035469271,2,AV,0.173036111,0.080922569,0.266291319,2,AV,0.183974653,0,0.556018403,2,AV,0.536055556,0.065435764,1.046886806,2,AV,0.261702695,0.245270777,0.278163205,2,AV,0.144825347,0.006223958,0.320506944,2,AV,0.121711716,0.10905696,0.134278842
7/13/2016,2016,Jul,2015-2016,2,AV,0.021040855,0.018220941,0.02381276,2,AV:BR:EV:283/288 AV:3/288 BR:5/288 EV,0.147345833,0.061939931,0.233362153,2,AV,0.158388889,0,0.507374306,2,AV,0.301648611,0,0.894288889,2,AV,0.215235269,0.200613585,0.229856953,2,AV,0.056753472,0,0.222825694,2,AV,0.06890149,0.060402628,0.077300351
7/14/2016,2016,Jul,2015-2016,2,AV,0.013694191,0.011467831,0.015847222,2,AV,0.11008125,0.033985069,0.186165278,2,AV,0.134697222,0,0.464473611,2,AV,0.221470486,0,0.825778819,2,AV,0.175810952,0.16200737,0.189614534,2,AV,0.0499,0,0.218647917,2,AV,0.076805186,0.067674313,0.085836059
7/15/2016,2016,Jul,2015-2016,2,AV,0.010982915,0.009363318,0.012675932,2,AV,0.084660069,0.014183333,0.155080208,2,AV,0.115002431,0,0.441831597,2,AV,0.192800694,0,0.80129375,2,AV,0.14413206,0.131885012,0.156418287,2,AV,0.039975347,0,0.217000347,2,AV,0.055230007,0.047824373,0.062535641
7/16/2016,2016,Jul,2015-2016,2,AV,0.009464764,0.008080613,0.010900323,2,AV,0.066223264,0.006336458,0.130532292,2,AV,0.092660417,0,0.419274306,2,AV,0.128470139,0,0.746037847,2,AV,0.120641993,0.110562088,0.130819915,2,AV,0.031776736,0,0.216338194,2,AV,0.03222885,0.026835838,0.037558889
7/17/2016,2016,Jul,2015-2016,2,AV,0.008535312,0.007282496,0.00981933,2,AV:EV:285/288 AV:3/288 EV,0.050880903,0.003677431,0.108857639,2,AV,0.066285417,0,0.392665278,2,AV,0.089945833,0,0.696989931,2,AV,0.099001905,0.090992992,0.1070754,2,AV,0.025565625,0,0.18706875,2,AV,0.026498029,0.021913626,0.031090132
7/18/2016,2016,Jul,2015-2016,2,AV,0.007901237,0.006738018,0.009081873,2,AV,0.037075,0.001288542,0.089372569,2,AV,0.042153819,0,0.367481597,2,AV,0.069796528,0,0.659430903,2,AV,0.081934871,0.075510627,0.088375756,2,AV,0.020628125,0,0.173388889,2,AV,0.023309028,0.019068056,0.027569965
7/19/2016,2016,Jul,2015-2016,2,AV,0.007322736,0.006241262,0.008409052,2,AV,0.026720139,0,0.075405556,2,AV,0.026569097,0,0.349278472,2,AV,0.053550694,0,0.622249306,2,AV,0.067651786,0.06241808,0.072860045,2,AV,0.017294444,0,0.166135764,2,AV,0.020597035,0.016648123,0.024576342
7/20/2016,2016,Jul,2015-2016,2,AV,0.005829661,0.004959166,0.006672541,2,AV,0.019792708,0,0.068155208,2,AV:EV:285/288 AV:3/288 EV,0.0196125,0,0.336330903,2,AV,0.045498611,0,0.585235764,2,AV:EV:112/288 AV:176/288 EV,0.054888967,0.050759686,0.058980412,2,AV,0.015489931,0,0.157326736,2,AV,0.018935436,0.015165466,0.022742192
7/21/2016,2016,Jul,2015-2016,2,AV,0.003836416,0.003247574,0.004354309,2,AV,0.014174306,0,0.066255903,2,AV,0.016507292,0,0.326225,2,AV,0.040556597,0,0.561313542,2,AV:EV:45/288 AV:243/288 EV,0.046251789,0.042810184,0.049614314,2,AV,0.01393125,0,0.150389583,2,AV,0.017705706,0.014068168,0.02138476
7/22/2016,2016,Jul,2015-2016,2,AV,0.003711701,0.003140483,0.004209261,2,AV,0.009124306,0,0.065725694,2,AV,0.013747917,0,0.317242014,2,AV,0.034567361,0,0.532687847,2,AV:EV:263/288 AV:25/288 EV,0.037780856,0.034974164,0.040574874,2,AV,0.012175,0,0.149445833,2,AV,0.015682996,0.012263288,0.019151999
7/23/2016,2016,Jul,2015-2016,2,AV,0.004035959,0.003418921,0.004586387,2,AV,0.005069097,0,0.065516319,2,AV,0.012176389,0,0.312233681,2,AV,0.115164931,0,0.670805208,2,AV:EV:180/288 AV:108/288 EV,0.031494097,0.02915191,0.033836285,2,AV,0.014755903,0,0.156794792,2,AV,0.016675481,0.013146478,0.020249363
7/24/2016,2016,Jul,2015-2016,2,AV,0.007703881,0.00656855,0.00885234,2,AV,0.006368403,0,0.065434375,2,AV,0.013640625,0,0.316882986,2,AV,0.524295486,0.078870833,1.053974653,2,AV:EV:SVC:198/288 AV:53/288 EV:37/288 SVC,0.034899766,0.032305827,0.037484747,2,AV,0.051068403,0,0.2196,2,AV:EV:287/288 AV:1/288 EV,0.104458979,0.09310031,0.115732449
7/25/2016,2016,Jul,2015-2016,2,AV,0.008607515,0.007344497,0.009903306,2,AV,0.00758125,0,0.065564583,2,AV,0.026671528,0,0.346527083,2,AV,0.260529861,0,0.859157639,2,"SVC:stage data unstable, but could be diurnal natural cycle as well. Not corrected",0.03619666,0.033507551,0.038885562,2,AV,0.041756944,0,0.216754861,2,AV,0.082103405,0.072548865,0.091557945
7/26/2016,2016,Jul,2015-2016,2,AV,0.007461016,0.006360003,0.008569877,2,AV,0.007904514,0,0.065598264,2,AV,0.061825694,0,0.388151389,2,AV,0.135934722,0,0.752004514,2,"SVC:stage data unstable, but could be diurnal natural cycle as well. Not corrected",0.03106471,0.028754198,0.033375221,2,AV,0.028749306,0,0.202394097,2,AV,0.035819199,0.030100323,0.041466726
7/27/2016,2016,Jul,2015-2016,2,AV,0.006197241,0.005274805,0.007100052,2,AV,0.006257292,0,0.065427083,2,AV,0.063153125,0,0.389502083,2,AV,0.078736806,0,0.676094444,2,"SVC:stage data unstable, but could be diurnal natural cycle as well. Not corrected",0.02431679,0.022522683,0.026198563,2,AV,0.019465972,0,0.171007292,2,AV,0.024798611,0.020397222,0.029214236
7/28/2016,2016,Jul,2015-2016,2,AV,0.005355746,0.004552216,0.006121357,2,AV,0.003977083,0,0.066522917,2,AV,0.04219375,0,0.367535417,2,AV,0.052792708,0,0.617445833,2,"SVC:stage data unstable, but could be diurnal natural cycle as well. Not corrected",0.020931522,0.019343931,0.022576631,2,AV,0.014866319,0,0.154583681,2,AV,0.02037744,0.016452177,0.024333943
7/29/2016,2016,Jul,2015-2016,2,AV:Diurnal pattern likely explained by evapotranspiration of vegetation in riparian zone,0.004893208,0.004155037,0.005583405,2,AV,0.001594444,0,0.068628125,2,AV,0.025487153,0,0.347480556,2,AV,0.041123611,0,0.564098264,2,"SVC:stage data unstable, but could be diurnal natural cycle as well. Not corrected",0.01778279,0.016382624,0.019202989,2,AV,0.011857292,0,0.149339236,2,AV,0.016994463,0.013433521,0.020599658
7/30/2016,2016,Jul,2015-2016,2,AV:Diurnal pattern likely explained by evapotranspiration of vegetation in riparian zone,0.004378596,0.003713142,0.004984889,2,AV,0.000920139,0,0.064505556,2,AV,0.0181625,0,0.331614236,2,AV,0.033379861,0,0.527265278,2,AV:SVC:1/288 AV:287/288 SVC,0.01507315,0.013816007,0.016307983,2,AV,0.009569444,0,0.148849653,2,AV,0.014214152,0.010952627,0.017530621
7/31/2016,2016,Jul,2015-2016,2,AV:Diurnal pattern likely explained by evapotranspiration of vegetation in riparian zone,0.004055213,0.003435455,0.00460878,2,AV,0.000852778,0,0.059280208,2,AV,0.014538542,0,0.319818056,2,AV,0.030695139,0,0.515544792,2,AV:diurnal cycles in stage. Likely due to evapo(transpi)ration/ lake effect.,0.012790261,0.011631101,0.013879001,2,AV,0.008579514,0,0.148611806,2,AV,0.012396396,0.00933063,0.015524099
8/1/2016,2016,Aug,2015-2016,2,AV:Diurnal pattern likely explained by evapotranspiration of vegetation in riparian zone,0.003792656,0.003209998,0.004303415,2,AV,0.0008,0,0.054766667,2,AV,0.011608333,0,0.3104875,2,AV,0.028669444,0,0.5068625,2,AV:diurnal cycles in stage. Likely due to evapo(transpi)ration/ lake effect.,0.010991146,0.009925945,0.011967477,2,AV,0.007729167,0,0.148324306,2,AV,0.011112988,0.008185435,0.014107414
8/2/2016,2016,Aug,2015-2016,2,AV:Diurnal pattern likely explained by evapotranspiration of vegetation in riparian zone,0.003505594,0.002963499,0.003969549,2,AV,0.000730903,0,0.050735764,2,AV,0.008911458,0,0.30184375,2,AV,0.026279861,0,0.496453125,2,AV:diurnal cycles in stage. Likely due to evapo(transpi)ration/ lake effect.,0.009747714,0.008777305,0.010650521,2,AV:EV:285/288 AV:3/288 EV,0.006520833,0,0.146989931,2,AV,0.009751501,0.006970571,0.012604542
8/3/2016,2016,Aug,2015-2016,2,AV:Diurnal pattern likely explained by evapotranspiration of vegetation in riparian zone,0.003369939,0.002847013,0.003811777,2,AV,0.000653125,0,0.045238889,2,AV,0.006323958,0,0.293410764,2,AV,0.023999306,0,0.486620833,2,AV:diurnal cycles in stage. Likely due to evapo(transpi)ration/ lake effect.,0.008576013,0.007697502,0.009409896,2,AV,0.005565972,0,0.146582986,2,AV,0.008751126,0.006077928,0.011500281
8/4/2016,2016,Aug,2015-2016,2,AV:Diurnal pattern likely explained by evapotranspiration of vegetation in riparian zone,0.003426389,0.002895486,0.003877431,2,AV:BR:EV:283/288 AV:2/288 BR:5/288 EV,0.0006,0,0.042064583,2,AV,0.004538542,0,0.287608681,2,AV,0.023244444,0,0.48345,2,AV:diurnal cycles in stage. Likely due to evapo(transpi)ration/ lake effect.,0.007648785,0.006842998,0.008428125,2,AV,0.005698264,0,0.146634722,2,AV,0.008449794,0.005809047,0.011167656
8/5/2016,2016,Aug,2015-2016,2,AV:Diurnal pattern likely explained by evapotranspiration of vegetation in riparian zone,0.003274106,0.002764721,0.003700319,2,AV,0.000568056,0,0.039280208,2,AV,0.002858333,0,0.282144097,2,AV,0.023124653,0,0.482810069,2,AV:diurnal cycles in stage. Likely due to evapo(transpi)ration/ lake effect.,0.006518713,0.005801457,0.007230356,2,AV,0.005705903,0,0.146631944,2,AV,0.009241554,0.006515541,0.012041638
8/6/2016,2016,Aug,2015-2016,2,AV:Diurnal pattern likely explained by evapotranspiration of vegetation in riparian zone,0.00368457,0.003117185,0.004177706,2,AV:EV:285/288 AV:3/288 EV,0.000579861,0,0.039916667,2,AV,0.002404861,0,0.280966667,2,AV,0.027155208,0,0.5002625,2,AV:diurnal cycles in stage. Likely due to evapo(transpi)ration/ lake effect.,0.005890741,0.005222222,0.006559259,2,AV,0.007534375,0,0.148319792,2,AV,0.01142286,0.008461937,0.014449465
8/7/2016,2016,Aug,2015-2016,2,AV:Diurnal pattern likely explained by evapotranspiration of vegetation in riparian zone,0.003560293,0.003010469,0.004033167,2,AV,0.000514236,0,0.038155556,2,AV,0.002619097,0,0.292156597,2,AV,0.026629167,0,0.497953472,2,AV:diurnal cycles in stage. Likely due to evapo(transpi)ration/ lake effect.,0.005896212,0.005227273,0.006565152,2,AV,0.006580556,0,0.147064931,2,AV,0.01104345,0.008123386,0.014030654
8/8/2016,2016,Aug,2015-2016,2,AV:Diurnal pattern likely explained by evapotranspiration of vegetation in riparian zone,0.003465335,0.002928929,0.003922726,2,AV,0.0005,0,0.036511111,2,AV,0.004215972,0,0.316799306,2,AV,0.023818056,0,0.48584375,2,AV:diurnal cycles in stage. Likely due to evapo(transpi)ration/ lake effect.,0.005550147,0.004907828,0.006192466,2,AV,0.006325,0,0.14688125,2,AV,0.010295608,0.007456081,0.013205152
8/9/2016,2016,Aug,2015-2016,2,AV:Diurnal pattern likely explained by evapotranspiration of vegetation in riparian zone,0.003644749,0.003082991,0.004131393,2,AV,0.0005,0,0.036733333,2,AV,0.005048611,0,0.330516319,2,AV,0.023363889,0,0.4839875,2,AV:diurnal cycles in stage. Likely due to evapo(transpi)ration/ lake effect.,0.005325547,0.004700505,0.005950589,2,AV,0.007126042,0,0.147725694,2,AV,0.010492023,0.007631344,0.013421964
8/10/2016,2016,Aug,2015-2016,2,AV:Diurnal pattern likely explained by evapotranspiration of vegetation in riparian zone,0.003699886,0.003130337,0.004195519,2,AV:BR:EV:283/288 AV:3/288 BR:5/288 EV,0.000551736,0,0.038477778,2,AV,0.006043403,0,0.344577431,2,AV:BR:EV:283/288 AV:2/288 BR:5/288 EV,0.024474306,0,0.488669792,2,AV:diurnal cycles in stage. Likely due to evapo(transpi)ration/ lake effect.,0.005111069,0.004502525,0.005719613,2,AV,0.007700694,0,0.148184722,2,AV,0.011988926,0.008967042,0.015074315
8/11/2016,2016,Aug,2015-2016,2,AV:Diurnal pattern likely explained by evapotranspiration of vegetation in riparian zone,0.003523973,0.002979281,0.003990925,2,AV,0.000532292,0,0.038516667,2,AV,0.00603125,0,0.334571875,2,AV,0.023114931,0,0.48276875,2,AV:diurnal cycles in stage. Likely due to evapo(transpi)ration/ lake effect.,0.004789899,0.004206061,0.005373737,2,AV,0.006025347,0,0.1467625,2,AV,0.010699418,0.007816404,0.013650896
8/12/2016,2016,Aug,2015-2016,2,AV:Diurnal pattern likely explained by evapotranspiration of vegetation in riparian zone,0.0035371,0.002990554,0.004006193,2,AV,0.0005,0,0.036505556,2,AV,0.0057125,0,0.317786806,2,AV,0.020114931,0,0.469779514,2,AV:diurnal cycles in stage. Likely due to evapo(transpi)ration/ lake effect.,0.004000823,0.00348211,0.004525931,2,AV,0.004738542,0,0.146297569,2,AV,0.008904842,0.00621509,0.011669961
8/13/2016,2016,Aug,2015-2016,2,AV:Diurnal pattern likely explained by evapotranspiration of vegetation in riparian zone,0.003481526,0.002942832,0.003941557,2,AV,0.0005,0,0.033977778,2,AV,0.005477778,0,0.30403125,2,AV,0.017714236,0,0.4594375,2,AV:diurnal cycles in stage. Likely due to evapo(transpi)ration/ lake effect.,0.003574306,0.00309375,0.004068981,2,AV,0.003966667,0,0.146041667,2,AV,0.007852008,0.005275638,0.010507794
8/14/2016,2016,Aug,2015-2016,2,AV:Diurnal pattern likely explained by evapotranspiration of vegetation in riparian zone,0.003424638,0.002893983,0.003875395,2,AV,0.00049375,0,0.032120833,2,AV,0.005257292,0,0.291490972,2,AV,0.016784375,0,0.465201389,2,AV:diurnal cycles in stage. Likely due to evapo(transpi)ration/ lake effect.,0.003143909,0.002709332,0.003611198,2,AV,0.003877778,0,0.146019444,2,AV,0.007189565,0.004684535,0.009776558
8/15/2016,2016,Aug,2015-2016,2,AV:Diurnal pattern likely explained by evapotranspiration of vegetation in riparian zone,0.003508219,0.002965753,0.003972603,2,AV,0.0004,0,0.0301,2,AV,0.005071875,0,0.280847222,2,AV,0.017181597,0,0.484047222,2,AV:diurnal cycles in stage. Likely due to evapo(transpi)ration/ lake effect.,0.002677344,0.002297656,0.003117188,2,AV,0.003614583,0,0.145876389,2,AV,0.006661318,0.004213176,0.009193454
8/16/2016,2016,Aug,2015-2016,2,AV:Diurnal pattern likely explained by evapotranspiration of vegetation in riparian zone,0.003355936,0.002834988,0.003795491,2,AV,0.0004,0,0.028616667,2,AV,0.004819792,0,0.268646181,2,AV,0.017176389,0,0.483677778,2,AV:diurnal cycles in stage. Likely due to evapo(transpi)ration/ lake effect.,0.002130135,0.001815557,0.00253799,2,AV,0.003561458,0,0.145840972,2,AV,0.006202609,0.003803866,0.00868711
8/17/2016,2016,Aug,2015-2016,2,AV:Diurnal pattern likely explained by evapotranspiration of vegetation in riparian zone,0.003283733,0.002772988,0.003711515,2,AV,0.0004,0,0.026561111,2,AV,0.004590625,0,0.255373611,2,AV,0.017267014,0,0.488752778,2,AV:diurnal cycles in stage. Likely due to evapo(transpi)ration/ lake effect.,0.001810264,0.001538724,0.002200777,2,AV,0.003052083,0,0.145628125,2,AV,0.005629223,0.00329223,0.008054181
8/18/2016,2016,Aug,2015-2016,2,AV:Diurnal pattern likely explained by evapotranspiration of vegetation in riparian zone,0.003222907,0.002720757,0.003640772,2,AV,0.000307292,0,0.023540625,2,AV,0.004354861,0,0.240768056,2,AV,0.017987153,0,0.509729861,2,AV:diurnal cycles in stage. Likely due to evapo(transpi)ration/ lake effect.,0.001559087,0.001325224,0.001937041,2,AV,0.002285764,0,0.153514236,2,AV,0.005097316,0.002817605,0.007467038
8/19/2016,2016,Aug,2015-2016,2,AV:Diurnal pattern likely explained by evapotranspiration of vegetation in riparian zone,0.003072812,0.002591871,0.003466205,2,AV,0.0003,0,0.020655556,2,AV,0.004080903,0,0.225862153,2,AV,0.019478125,0,0.546219792,2,AV:diurnal cycles in stage. Likely due to evapo(transpi)ration/ lake effect.,0.001316149,0.001118726,0.001681956,2,AV,0.001539236,0,0.183882292,2,AV,0.004480011,0.002266779,0.006785628
8/20/2016,2016,Aug,2015-2016,2,AV:Diurnal pattern likely explained by evapotranspiration of vegetation in riparian zone,0.00299667,0.002526489,0.003377649,2,AV,0.000255903,0,0.018188889,2,AV,0.003832639,0,0.2135125,2,AV,0.020244792,0,0.565431944,2,AV:diurnal cycles in stage. Likely due to evapo(transpi)ration/ lake effect.,0.001110758,0.000944144,0.001466296,2,AV,0.001196181,0,0.196589236,2,AV,0.003862706,0.001715953,0.006104218
8/21/2016,2016,Aug,2015-2016,2,AV:Diurnal pattern likely explained by evapotranspiration of vegetation in riparian zone,0.003020738,0.002547156,0.003405641,2,AV,0.000283681,0,0.018755556,2,AV,0.003779167,0,0.210418403,2,AV,0.018404514,0,0.519246875,2,AV:diurnal cycles in stage. Likely due to evapo(transpi)ration/ lake effect.,0.000953625,0.000810582,0.001301307,2,AV,0.001954861,0,0.169478125,2,AV,0.004996058,0.002727252,0.007355265
8/22/2016,2016,Aug,2015-2016,2,AV:Diurnal pattern likely explained by evapotranspiration of vegetation in riparian zone,0.002725361,0.002293517,0.003062105,2,AV,0.000273264,0,0.018572222,2,AV,0.003649653,0,0.202551389,2,AV,0.019288194,0,0.471580208,2,AV:diurnal cycles in stage. Likely due to evapo(transpi)ration/ lake effect.,0.000928437,0.000789171,0.001274859,2,AV,0.002657639,0,0.145502083,2,AV,0.006534441,0.004099963,0.009053402
8/23/2016,2016,Aug,2015-2016,2,AV:Diurnal pattern likely explained by evapotranspiration of vegetation in riparian zone,0.002457523,0.002057666,0.002778245,2,AV,0.0002,0,0.015616667,2,AV,0.003399306,0,0.188065278,2,AV,0.017663194,0,0.463472917,2,AV:diurnal cycles in stage. Likely due to evapo(transpi)ration/ lake effect.,0.000844986,0.000718238,0.001187235,2,AV,0.001760764,0,0.173837847,2,AV,0.006002534,0.003625338,0.008466258
8/24/2016,2016,Aug,2015-2016,2,AV:Diurnal pattern likely explained by evapotranspiration of vegetation in riparian zone,0.002365344,0.001976391,0.002714666,2,AV,0.0002,0,0.0136375,2,AV,0.003202778,0,0.176779514,2,AV,0.017963194,0,0.507734028,2,AV:diurnal cycles in stage. Likely due to evapo(transpi)ration/ lake effect.,0.000749411,0.000637,0.001086882,2,AV,0.00124375,0,0.19325,2,AV,0.004961899,0.002696772,0.007317558
8/25/2016,2016,Aug,2015-2016,2,AV:Diurnal pattern likely explained by evapotranspiration of vegetation in riparian zone,0.00228477,0.001903975,0.002642385,2,AV,0.000194792,0,0.011662153,2,AV,0.002973958,0,0.165315625,2,AV,0.019907986,0,0.557051042,2,AV:diurnal cycles in stage. Likely due to evapo(transpi)ration/ lake effect.,0.000665136,0.000565366,0.000998393,2,AV,0.001103819,0,0.185456944,2,AV,0.004183559,0.002002253,0.006458389
8/26/2016,2016,Aug,2015-2016,2,AV:Diurnal pattern likely explained by evapotranspiration of vegetation in riparian zone,0.002155172,0.001795977,0.002577586,2,AV,1.00E-04,0,0.008777778,2,AV,0.002782986,0,0.154185764,2,AV,0.021783333,0,0.601945833,2,AV,0.000570268,0.000484728,0.000898782,2,AV,0.001045486,0,0.174542708,2,AV,0.003591873,0.001474287,0.00580526
8/27/2016,2016,Aug,2015-2016,2,AV,0.002049138,0.001707615,0.002524569,2,AV,1.00E-04,0,0.006355556,2,AV,0.002614236,0,0.144719097,2,AV,0.023017014,0,0.631661111,2,AV,0.000448799,0.000381479,0.000771239,2,AV,0.001,0,0.167928125,2,AV,0.003527215,0.001416592,0.005733887
8/28/2016,2016,Aug,2015-2016,2,AV,0.002271476,0.001896415,0.002652714,2,AV,0.000185069,0,0.012814236,2,AV,0.003107639,0,0.172399306,2,AV,0.127213542,0.002699306,0.680586111,2,AV,0.00051024,0.000433704,0.000835752,2,AV,0.002060417,0,0.168441667,2,AV,0.007515297,0.004975188,0.010136116
8/29/2016,2016,Aug,2015-2016,2,AV,0.002431866,0.002032623,0.002838419,2,AV,0.00030625,0,0.022289583,2,AV,0.005857639,0,0.263528125,2,AV,0.836435764,0.381644792,1.373641667,2,AV,0.000678319,0.000576571,0.001012235,2,AV,0.010452778,0,0.154447222,2,AV,0.022530905,0.018435437,0.026653419
8/30/2016,2016,Aug,2015-2016,2,AV,0.119355792,0.110157959,0.128537091,2,AV,0.074365625,0.031539583,0.141847569,2,AV,1.919143403,1.569572569,2.313015278,2,AV,4.473751389,3.925775,5.022947569,2,AV,0.160078245,0.150149775,0.170027174,2,AV,1.158956944,0.982279514,1.334159028,2,AV,1.374468331,1.315382036,1.433519507
8/31/2016,2016,Aug,2015-2016,2,AV:SVC:202/288 AV:86/288 SVC,2.560084561,2.475756355,2.644414035,2,AV:EV:287/288 AV:1/288 EV,1.445918403,1.355018056,1.541819444,2,AV,6.402735069,6.083943403,6.718565278,2,AV,10.34784653,9.70855,10.99335243,2,AV,2.888669896,2.762746868,3.0145743,2,AV:EV:278/288 AV:10/288 EV,3.687460417,3.301272917,4.067203125,2,AV,3.958835576,3.813650753,4.103997656
9/1/2016,2016,Sep,2015-2016,2,AV,1.012355372,0.968371627,1.056328628,2,AV,1.193355208,1.112009722,1.277745139,2,AV,2.907057639,2.497959375,3.320861111,2,AV,4.184303819,3.637796181,4.732932639,2,AV,2.170426196,2.109340205,2.231478766,2,AV,1.022385417,0.856729861,1.186769792,2,AV,1.370814355,1.310494148,1.431114256
9/2/2016,2016,Sep,2015-2016,2,AV,0.183890745,0.168927064,0.198911862,2,AV,0.778743403,0.704136806,0.853416667,2,AV,1.736671875,1.385464236,2.089658681,2,AV:BR:EV:283/288 AV:2/288 BR:5/288 EV,1.288445486,0.771582292,1.8058875,2,AV,1.340104942,1.298686558,1.381515383,2,AV,0.252688194,0.089936458,0.430726736,2,AV,0.298458912,0.280354098,0.316519336
9/3/2016,2016,Sep,2015-2016,2,AV,0.061641579,0.055430589,0.067868307,2,AV,0.374825694,0.296499653,0.454001389,2,AV,0.584665278,0.266539236,0.946012153,2,AV,0.464664236,0.029492014,1.000609722,2,AV,0.815299309,0.781942636,0.848655983,2,AV,0.086059722,0,0.247209028,2,AV,0.124775885,0.11180908,0.13764269
9/4/2016,2016,Sep,2015-2016,2,AV:Stage recession not smooth at low flows (stage <40 cm),0.025888955,0.022705887,0.02906033,2,AV,0.225606944,0.127026736,0.325958333,2,AV,0.277127083,0.029225694,0.688099653,2,AV,0.289108681,0,0.883575694,2,AV,0.559347327,0.53165725,0.587030069,2,AV,0.046124653,0,0.21748125,2,AV,0.085706194,0.07586356,0.095448828
9/5/2016,2016,Sep,2015-2016,2,AV,0.217173281,0.201752511,0.232551752,2,AV,0.190130903,0.099749306,0.28160625,2,AV,0.206376042,0.010105556,0.583042014,2,AV,0.655529167,0.33995,1.255623611,2,AV,0.639653216,0.611621733,0.667629869,2,AV,0.532558333,0.439395139,0.713897917,2,AV,0.712507474,0.679670717,0.745276827
9/6/2016,2016,Sep,2015-2016,2,AV,0.25522981,0.235808827,0.274696082,2,AV,0.299811111,0.21059375,0.390410069,2,AV,0.9106125,0.622693403,1.207664931,2,AV,1.463856944,0.943724306,1.985012153,2,AV,0.625903441,0.596631727,0.65517146,2,AV,0.472020833,0.304538889,0.641735417,2,AV,0.643802,0.6117566,0.675796435
9/7/2016,2016,Sep,2015-2016,2,AV,0.178795561,0.163508174,0.194126902,2,AV,0.24604375,0.147029861,0.346920139,2,AV,0.772149306,0.506092361,1.037948958,2,AV,1.285432292,0.742310764,1.829425347,2,AV,0.460855057,0.437158503,0.484502698,2,AV,0.256594097,0.087998958,0.436423611,2,AV,0.414156389,0.390819723,0.437458524
9/8/2016,2016,Sep,2015-2016,2,AV,0.124197038,0.114177165,0.134247278,2,AV,0.205432986,0.105654167,0.306999306,2,AV,0.951353472,0.678932292,1.223508681,2,AV,0.829721181,0.344561806,1.323427083,2,AV,0.368846327,0.347719456,0.389932528,2,AV,0.157692361,0.018271875,0.333344444,2,AV,0.219981494,0.2042651,0.235644102
9/9/2016,2016,Sep,2015-2016,2,AV,0.263740838,0.245420354,0.282012823,2,AV,0.160713194,0.071822569,0.250500347,2,AV,0.611951389,0.276401042,0.985972569,2,AV,1.524348611,1.072005903,2.091954861,2,AV,0.379459811,0.357864647,0.401096288,2,AV,0.188358333,0.075014583,0.354694444,2,AV,0.338781746,0.31781279,0.359668887
9/10/2016,2016,Sep,2015-2016,2,AV,0.232564071,0.214532689,0.250645903,2,AV,0.138256597,0.055210069,0.221702431,2,AV,1.714929861,1.41668125,2.014339931,2,AV,1.796836458,1.261769792,2.334827778,2,AV,0.396107258,0.374301709,0.41785347,2,AV,0.16880625,0.023957292,0.345489236,2,AV,0.24491252,0.228725914,0.261049208
9/11/2016,2016,Sep,2015-2016,2,AV,0.074871557,0.067607086,0.082096398,2,AV,0.106836111,0.031467708,0.182156944,2,AV,0.734022569,0.426256944,1.05895625,2,AV,0.504041319,0.053213194,1.036786111,2,AV,0.302337419,0.283351362,0.321382191,2,AV,0.055382292,0,0.222531944,2,AV,0.09766147,0.086862843,0.108360096
9/12/2016,2016,Sep,2015-2016,2,AV:Stage recession not smooth at low flows (stage <40 cm),0.03186638,0.028196932,0.035564025,2,AV,0.081727778,0.012429861,0.151344792,2,AV,0.329149653,0.058434375,0.742023958,2,AV,0.293851736,0,0.887627778,2,AV,0.243154544,0.227641914,0.258676148,2,AV,0.034538542,0,0.2199375,2,AV,0.058679043,0.050997611,0.066260476
